# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun  5 19:33:53 2025
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
#
pl_name,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
Kepler-711 b,0.1429000000,,,0,0.721000,0.069000,-0.075000,0,4919.00,146.00,-146.00,0
Kepler-711 b,0.1440000000,,,0,0.700000,0.930000,-0.930000,0,4922.00,72.00,-72.00,0
Kepler-711 b,,,,,0.778615,,,0,4907.00,122.00,-122.00,0
Kepler-711 b,0.1429000000,,,0,0.721000,1.683000,-0.071000,0,4919.00,149.00,-125.00,0
Kepler-711 b,,,,0,0.778615,,,0,4907.00,122.00,-122.00,0
Kepler-711 b,,,,,0.800000,0.080000,-0.058000,0,5222.00,236.98,-219.60,0
Kepler-711 b,,,,,0.782000,0.060000,-0.054000,0,4906.00,172.00,-172.00,0
Kepler-711 b,0.1429000000,,,0,0.721000,1.683000,-0.071000,0,4919.00,149.00,-125.00,0
Kepler-711 b,,,,,0.778615,,,0,4907.00,122.00,-122.00,0
Kepler-712 b,0.1378000000,,,0,0.750000,0.052000,-0.033000,0,5067.00,102.00,-102.00,0
Kepler-712 b,,,,,0.780000,0.022000,-0.023000,0,5148.00,83.48,-78.09,0
Kepler-712 b,0.1367000000,,,0,0.718000,0.182000,-0.055000,0,5330.00,219.00,-170.00,0
Kepler-712 b,0.1400000000,,,0,0.722000,0.099000,-0.099000,0,5207.00,80.00,-80.00,0
Kepler-712 b,,,,,0.764618,,,0,4996.00,25.00,-25.00,0
Kepler-712 b,,,,,0.753000,0.047000,-0.043000,0,4927.00,99.00,-99.00,0
Kepler-712 b,,,,,0.764618,,,0,4996.00,25.00,-25.00,0
Kepler-712 b,0.1367000000,,,0,0.718000,0.182000,-0.055000,0,5330.00,219.00,-170.00,0
Kepler-712 b,0.1367000000,,,0,0.718000,0.182000,-0.055000,0,5330.00,219.00,-170.00,0
Kepler-712 b,,,,0,0.764618,,,0,4996.00,25.00,-25.00,0
Kepler-712 b,0.1361500000,0.0014300000,-0.0014300000,0,0.737000,0.038000,-0.036000,0,4927.00,60.00,-60.00,0
Kepler-712 c,0.6732000000,,,0,0.750000,0.052000,-0.033000,0,5067.00,102.00,-102.00,0
Kepler-712 c,0.6676000000,,,0,0.718000,0.182000,-0.055000,0,5330.00,219.00,-170.00,0
Kepler-712 c,,,,,0.780000,0.022000,-0.023000,0,5148.00,83.48,-78.09,0
Kepler-712 c,0.6820000000,,,0,0.722000,0.099000,-0.099000,0,5207.00,80.00,-80.00,0
Kepler-712 c,0.6647900000,0.0069900000,-0.0069900000,0,0.737000,0.038000,-0.036000,0,4927.00,60.00,-60.00,0
Kepler-712 c,,,,,0.753000,0.047000,-0.043000,0,4927.00,99.00,-99.00,0
Kepler-712 c,0.6676000000,,,0,0.718000,0.182000,-0.055000,0,5330.00,219.00,-170.00,0
Kepler-712 c,,,,,0.764618,,,0,4996.00,25.00,-25.00,0
Kepler-712 c,0.6676000000,,,0,0.718000,0.182000,-0.055000,0,5330.00,219.00,-170.00,0
Kepler-712 c,,,,0,0.764618,,,0,4996.00,25.00,-25.00,0
Kepler-712 c,,,,,0.764618,,,0,4996.00,25.00,-25.00,0
Kepler-713 b,0.0748000000,,,0,0.919000,0.399000,-0.074000,0,5849.00,159.00,-185.00,0
Kepler-713 b,,,,,0.990000,0.195000,-0.115000,0,5785.00,265.49,-233.97,0
Kepler-713 b,,,,0,1.084530,,,0,5819.00,122.00,-122.00,0
Kepler-713 b,0.0748000000,,,0,0.919000,0.399000,-0.074000,0,5849.00,159.00,-185.00,0
Kepler-713 b,0.0740000000,,,0,0.890000,0.480000,-0.480000,0,5803.00,111.00,-111.00,0
Kepler-713 b,0.0748000000,,,0,0.919000,0.289000,-0.096000,0,5849.00,157.00,-192.00,0
Kepler-713 b,0.0748000000,,,0,0.919000,0.399000,-0.074000,0,5849.00,159.00,-185.00,0
Kepler-713 b,,,,,1.084530,,,0,5819.00,122.00,-122.00,0
Kepler-713 b,,,,,1.104000,0.090000,-0.082000,0,5845.00,205.00,-205.00,0
Kepler-713 b,,,,,1.084530,,,0,5819.00,122.00,-122.00,0
Kepler-714 b,0.0832000000,,,0,1.076000,0.353000,-0.118000,0,6214.00,174.00,-217.00,0
Kepler-714 b,,,,,1.612570,,,0,5923.00,122.00,-122.00,0
Kepler-714 b,0.0827000000,,,0,1.064000,0.540000,-0.098000,0,6167.00,168.00,-190.00,0
Kepler-714 b,,,,,1.612570,,,0,5923.00,122.00,-122.00,0
Kepler-714 b,,,,0,1.612570,,,0,5923.00,122.00,-122.00,0
Kepler-714 b,0.0827000000,,,0,1.064000,0.540000,-0.098000,0,6167.00,168.00,-190.00,0
Kepler-714 b,0.0827000000,,,0,1.064000,0.540000,-0.098000,0,6167.00,168.00,-190.00,0
Kepler-714 b,,,,,1.120000,0.288000,-0.117000,0,5995.00,106.70,-117.06,0
Kepler-714 b,0.0810000000,,,0,1.000000,0.430000,-0.430000,0,6171.00,115.00,-115.00,0
Kepler-714 b,,,,,1.581000,0.143000,-0.129000,0,6217.00,218.00,-218.00,0
Kepler-715 b,,,,,1.174580,,,0,5855.00,122.00,-122.00,0
Kepler-715 b,0.0933000000,,,0,1.001000,0.396000,-0.092000,0,6063.00,151.00,-196.00,0
Kepler-715 b,0.0920000000,,,0,0.950000,0.490000,-0.490000,0,6040.00,111.00,-111.00,0
Kepler-715 b,,,,,1.137000,0.097000,-0.088000,0,6074.00,213.00,-213.00,0
Kepler-715 b,,,,,1.174580,,,0,5855.00,122.00,-122.00,0
Kepler-715 b,0.0933000000,,,0,1.001000,0.396000,-0.092000,0,6063.00,151.00,-196.00,0
Kepler-715 b,0.0933000000,,,0,1.001000,0.318000,-0.106000,0,6063.00,181.00,-217.00,0
Kepler-715 b,,,,,1.040000,0.228000,-0.095000,0,5871.00,99.55,-97.10,0
Kepler-715 b,0.0933000000,,,0,1.001000,0.396000,-0.092000,0,6063.00,151.00,-196.00,0
Kepler-715 b,,,,0,1.174580,,,0,5855.00,122.00,-122.00,0
Kepler-716 b,,,,,0.742183,,,0,5012.00,122.00,-122.00,0
Kepler-716 b,,,,0,0.742183,,,0,5012.00,122.00,-122.00,0
Kepler-716 b,0.0873000000,,,0,0.888000,0.049000,-0.077000,0,5121.00,76.00,-84.00,0
Kepler-716 b,0.0862800000,0.0008100000,-0.0008100000,0,0.730000,0.023000,-0.022000,0,5064.00,60.00,-60.00,0
Kepler-716 b,0.0860000000,,,0,0.740000,0.380000,-0.380000,0,5166.00,80.00,-80.00,0
Kepler-716 b,,,,,0.741000,0.034000,-0.032000,0,5064.00,101.00,-101.00,0
Kepler-716 b,,,,,0.742183,,,0,5012.00,122.00,-122.00,0
Kepler-716 b,0.0874000000,,,0,0.751000,0.155000,-0.056000,0,5174.00,174.00,-135.00,0
Kepler-716 b,0.0874000000,,,0,0.751000,0.155000,-0.056000,0,5174.00,174.00,-135.00,0
Kepler-716 b,,,,,0.780000,0.041000,-0.040000,0,5099.00,52.72,-72.75,0
Kepler-716 b,0.0874000000,,,0,0.751000,0.155000,-0.056000,0,5174.00,174.00,-135.00,0
Kepler-716 c,,,,0,0.742183,,,0,5012.00,122.00,-122.00,0
Kepler-716 c,0.0461000000,,,0,0.751000,0.155000,-0.056000,0,5174.00,174.00,-135.00,0
Kepler-716 c,0.0461000000,,,0,0.751000,0.155000,-0.056000,0,5174.00,174.00,-135.00,0
Kepler-716 c,0.0454800000,0.0004300000,-0.0004300000,0,0.730000,0.023000,-0.022000,0,5064.00,60.00,-60.00,0
Kepler-716 c,0.0461000000,,,0,0.751000,0.155000,-0.056000,0,5174.00,174.00,-135.00,0
Kepler-716 c,,,,,0.742183,,,0,5012.00,122.00,-122.00,0
Kepler-716 c,0.0460000000,,,0,0.888000,0.049000,-0.077000,0,5121.00,76.00,-84.00,0
Kepler-716 c,0.0450000000,,,0,0.740000,0.380000,-0.380000,0,5166.00,80.00,-80.00,0
Kepler-717 b,,,,0,2.091300,,,0,5652.17,147.66,-147.66,0
Kepler-717 b,,,,,2.069000,0.304000,-0.250000,0,6007.00,210.00,-210.00,0
Kepler-717 b,0.0520000000,,,0,0.961000,0.285000,-0.122000,0,6007.00,189.00,-189.00,0
Kepler-717 b,0.0530000000,,,0,0.990000,0.450000,-0.450000,0,6018.00,120.00,-120.00,0
Kepler-717 b,,,,,0.850000,0.087000,-0.061000,0,5485.00,120.85,-81.84,0
Kepler-717 b,0.0520000000,,,0,0.961000,0.370000,-0.105000,0,6007.00,166.00,-190.00,0
Kepler-717 b,0.0520000000,,,0,0.961000,0.370000,-0.105000,0,6007.00,166.00,-190.00,0
Kepler-717 b,0.0520000000,,,0,0.961000,0.370000,-0.105000,0,6007.00,166.00,-190.00,0
Kepler-717 b,,,,,2.091300,,,0,5652.17,147.66,-147.66,0
Kepler-718 b,,,,0,1.168750,,,0,5767.00,123.00,-123.00,0
Kepler-718 b,,,,,1.168750,,,0,5767.00,123.00,-123.00,0
Kepler-718 b,0.0331000000,,,0,1.051000,0.625000,-0.095000,0,6015.00,162.00,-237.00,0
Kepler-718 b,0.0331000000,,,0,1.051000,0.625000,-0.095000,0,6015.00,162.00,-237.00,0
Kepler-718 b,,,,,1.142000,0.067000,-0.062000,0,5852.00,117.00,-117.00,0
Kepler-718 b,0.0310000000,,,0,0.960000,0.500000,-0.500000,0,5875.00,153.00,-153.00,0
Kepler-718 b,,,,,1.168750,,,0,5767.00,123.00,-123.00,0
Kepler-718 b,0.0331000000,,,0,1.051000,0.625000,-0.095000,0,6015.00,162.00,-237.00,0
Kepler-718 b,,,,,1.300000,0.547000,-0.245000,0,6191.00,307.31,-307.12,0
Kepler-718 b,,,,,1.168750,,,0,5767.00,123.00,-123.00,0
Kepler-718 b,0.0322000000,,,0,1.080000,0.166000,-0.097000,0,5855.00,70.00,-88.00,0
Kepler-719 b,0.0557000000,,,0,0.835000,0.320000,-0.068000,0,5861.00,162.00,-172.00,0
Kepler-719 b,,,,0,1.722300,,,0,5691.00,124.00,-124.00,0
Kepler-719 b,0.0557000000,,,0,0.835000,0.320000,-0.068000,0,5861.00,162.00,-172.00,0
Kepler-719 b,0.0556000000,,,0,0.827000,0.208000,-0.074000,0,5865.00,146.00,-190.00,0
Kepler-719 b,,,,,1.760000,0.236000,-0.199000,0,5853.00,205.00,-205.00,0
Kepler-719 b,0.0557000000,,,0,0.835000,0.320000,-0.068000,0,5861.00,162.00,-172.00,0
Kepler-719 b,0.0570000000,,,0,0.890000,0.370000,-0.370000,0,5878.00,108.00,-108.00,0
Kepler-719 b,,,,,0.980000,0.210000,-0.103000,0,5777.00,199.43,-220.79,0
Kepler-720 b,,,,,1.147150,,,0,5490.00,123.00,-123.00,0
Kepler-720 b,,,,,1.142000,0.095000,-0.086000,0,5559.00,195.00,-195.00,0
Kepler-720 b,0.0520000000,,,0,0.970000,0.550000,-0.550000,0,5475.00,120.00,-120.00,0
Kepler-720 b,0.0539000000,,,0,1.210000,0.455000,-0.263000,0,5560.00,172.00,-150.00,0
Kepler-720 b,0.0539000000,,,0,1.210000,0.325000,-0.293000,0,5560.00,166.00,-166.00,0
Kepler-720 b,,,,,0.920000,0.176000,-0.087000,0,5618.00,328.49,-250.53,0
Kepler-720 b,,,,0,1.147150,,,0,5490.00,123.00,-123.00,0
Kepler-720 b,,,,,1.147150,,,0,5490.00,123.00,-123.00,0
Kepler-720 b,0.0539000000,,,0,1.210000,0.455000,-0.263000,0,5560.00,172.00,-150.00,0
Kepler-720 b,,,,,1.147150,,,0,5490.00,123.00,-123.00,0
Kepler-720 b,0.0539000000,,,0,1.210000,0.455000,-0.263000,0,5560.00,172.00,-150.00,0
Kepler-721 b,0.0581000000,,,0,0.802000,0.148000,-0.052000,0,5192.00,182.00,-146.00,0
Kepler-721 b,,,,0,0.898555,,,0,4944.00,122.00,-122.00,0
Kepler-721 b,,,,,0.780000,0.037000,-0.037000,0,5075.00,53.60,-56.09,0
Kepler-721 b,0.0560000000,,,0,0.700000,0.260000,-0.260000,0,5110.00,102.00,-102.00,0
Kepler-721 b,0.0581000000,,,0,0.802000,0.148000,-0.052000,0,5192.00,182.00,-146.00,0
Kepler-721 b,,,,,0.848000,0.073000,-0.066000,0,5201.00,182.00,-182.00,0
Kepler-721 b,,,,,0.898555,,,0,4944.00,122.00,-122.00,0
Kepler-721 b,0.0583000000,,,0,0.801000,0.106000,-0.057000,0,5198.00,155.00,-155.00,0
Kepler-721 b,0.0581000000,,,0,0.802000,0.148000,-0.052000,0,5192.00,182.00,-146.00,0
Kepler-721 b,,,,,0.898555,,,0,4944.00,122.00,-122.00,0
Kepler-722 b,0.0510000000,,,0,0.950000,0.320000,-0.320000,0,6050.00,108.00,-108.00,0
Kepler-722 b,,,,,0.969223,,,0,5732.00,122.00,-122.00,0
Kepler-722 b,0.0514000000,,,0,0.999000,0.324000,-0.094000,0,6077.00,144.00,-199.00,0
Kepler-722 b,,,,,0.944000,0.081000,-0.073000,0,6084.00,213.00,-213.00,0
Kepler-722 b,0.0514000000,,,0,0.999000,0.324000,-0.094000,0,6077.00,144.00,-199.00,0
Kepler-722 b,,,,,1.050000,0.280000,-0.113000,0,5863.00,103.52,-131.89,0
Kepler-722 b,0.0514000000,,,0,0.999000,0.324000,-0.094000,0,6077.00,144.00,-199.00,0
Kepler-722 b,,,,0,0.969223,,,0,5732.00,122.00,-122.00,0
Kepler-722 b,0.0514000000,,,0,0.999000,0.280000,-0.120000,0,6077.00,162.00,-217.00,0
Kepler-722 c,0.4471000000,,,0,0.999000,0.324000,-0.094000,0,6077.00,144.00,-199.00,0
Kepler-722 c,,,,,0.944000,0.081000,-0.073000,0,6084.00,213.00,-213.00,0
Kepler-722 c,,,,,1.050000,0.280000,-0.113000,0,5863.00,103.52,-131.89,0
Kepler-722 c,,,,,0.969223,,,0,5732.00,122.00,-122.00,0
Kepler-722 c,0.4430000000,,,0,0.950000,0.320000,-0.320000,0,6050.00,108.00,-108.00,0
Kepler-722 c,,,,0,0.969223,,,0,5732.00,122.00,-122.00,0
Kepler-722 c,0.4471000000,,,0,0.999000,0.280000,-0.120000,0,6077.00,162.00,-217.00,0
Kepler-722 c,0.4471000000,,,0,0.999000,0.324000,-0.094000,0,6077.00,144.00,-199.00,0
Kepler-722 c,,,,,0.969223,,,0,5732.00,122.00,-122.00,0
Kepler-722 c,0.4471000000,,,0,0.999000,0.324000,-0.094000,0,6077.00,144.00,-199.00,0
Kepler-723 b,,,,,,,,,5780.00,,,0
Kepler-723 b,0.0477000000,,,0,0.797000,0.316000,-0.060000,0,5649.00,166.00,-140.00,0
Kepler-723 b,0.0477000000,,,0,0.797000,0.316000,-0.060000,0,5649.00,166.00,-140.00,0
Kepler-723 b,0.0490000000,,,0,0.840000,0.400000,-0.400000,0,5679.00,80.00,-80.00,0
Kepler-723 b,,,,0,,,,,,,,
Kepler-723 b,,,,,,,,,,,,
Kepler-723 b,,,,,0.890000,0.115000,-0.058000,0,5539.00,75.49,-85.21,0
Kepler-723 b,0.0479000000,,,0,0.794000,0.181000,-0.065000,0,5655.00,152.00,-152.00,0
Kepler-723 b,0.0477000000,,,0,0.797000,0.316000,-0.060000,0,5649.00,166.00,-140.00,0
Kepler-724 b,,,,,0.846000,0.067000,-0.061000,0,5611.00,196.00,-196.00,0
Kepler-724 b,,,,0,0.922747,,,0,5283.54,119.29,-119.29,0
Kepler-724 b,0.0410000000,,,0,0.880000,0.430000,-0.430000,0,5513.00,107.00,-107.00,0
Kepler-724 b,0.0433000000,,,0,0.944000,0.266000,-0.089000,0,5609.00,150.00,-166.00,0
Kepler-724 b,0.0433000000,,,0,0.944000,0.368000,-0.084000,0,5609.00,159.00,-154.00,0
Kepler-724 b,,,,,0.860000,0.103000,-0.059000,0,5437.00,176.17,-122.72,0
Kepler-724 b,,,,,0.922747,,,0,5283.54,119.29,-119.29,0
Kepler-724 b,0.0433000000,,,0,0.944000,0.368000,-0.084000,0,5609.00,159.00,-154.00,0
Kepler-724 b,0.0433000000,,,0,0.944000,0.368000,-0.084000,0,5609.00,159.00,-154.00,0
Kepler-724 b,,,,,0.922747,,,0,5283.54,119.29,-119.29,0
Kepler-725 b,,,,0,0.829332,,,0,5293.00,122.00,-122.00,0
Kepler-725 b,,,,,0.815000,0.040000,-0.037000,0,5399.00,108.00,-108.00,0
Kepler-725 b,0.2207800000,0.0013700000,-0.0013700000,0,0.802000,0.027000,-0.026000,0,5399.00,60.00,-60.00,0
Kepler-725 b,0.2205000000,,,0,0.833000,0.353000,-0.064000,0,5552.00,166.00,-145.00,0
Kepler-725 b,0.2180000000,,,0,0.830000,0.330000,-0.330000,0,5526.00,98.00,-98.00,0
Kepler-725 b,,,,,0.829332,,,0,5293.00,122.00,-122.00,0
Kepler-725 b,0.2205000000,,,0,0.833000,0.353000,-0.064000,0,5552.00,166.00,-145.00,0
Kepler-725 b,,,,,0.840000,0.067000,-0.047000,0,5363.00,59.19,-62.84,0
Kepler-725 b,0.2205000000,,,0,0.833000,0.353000,-0.064000,0,5552.00,166.00,-145.00,0
Kepler-725 b,0.2150000000,,,0,0.900000,0.059000,-0.081000,0,5231.00,83.00,-73.00,0
Kepler-726 b,0.1406000000,,,0,0.708000,0.127000,-0.051000,0,5481.00,163.00,-146.00,0
Kepler-726 b,,,,,0.782000,0.061000,-0.056000,0,5493.00,192.00,-192.00,0
Kepler-726 b,,,,0,0.789879,,,0,5406.00,122.00,-122.00,0
Kepler-726 b,0.1411000000,,,0,0.720000,0.171000,-0.050000,0,5511.00,163.00,-158.00,0
Kepler-726 b,0.1411000000,,,0,0.720000,0.171000,-0.050000,0,5511.00,163.00,-158.00,0
Kepler-726 b,,,,,0.789879,,,0,5406.00,122.00,-122.00,0
Kepler-726 b,,,,,0.789879,,,0,5406.00,122.00,-122.00,0
Kepler-726 b,0.1411000000,,,0,0.720000,0.171000,-0.050000,0,5511.00,163.00,-158.00,0
Kepler-726 b,0.1480000000,,,0,0.810000,0.170000,-0.170000,0,5551.00,74.00,-74.00,0
Kepler-726 b,,,,,0.850000,0.083000,-0.065000,0,5452.00,122.89,-94.31,0
Kepler-727 b,0.0546000000,,,0,0.884000,0.361000,-0.101000,0,5431.00,177.00,-141.00,0
Kepler-727 b,0.0550000000,,,0,0.880000,0.480000,-0.480000,0,5417.00,90.00,-90.00,0
Kepler-727 b,,,,,0.821000,0.065000,-0.059000,0,5433.00,190.00,-190.00,0
Kepler-727 b,,,,0,0.824791,,,0,5294.85,119.22,-119.22,0
Kepler-727 b,0.0546000000,,,0,0.884000,0.361000,-0.101000,0,5431.00,177.00,-141.00,0
Kepler-727 b,,,,,0.860000,0.095000,-0.064000,0,5441.00,107.87,-157.44,0
Kepler-727 b,0.0546000000,,,0,0.884000,0.361000,-0.101000,0,5431.00,177.00,-141.00,0
Kepler-727 b,,,,,0.824791,,,0,5294.85,119.22,-119.22,0
Kepler-727 b,0.0546000000,,,0,0.884000,0.190000,-0.117000,0,5431.00,161.00,-161.00,0
Kepler-728 b,0.0625000000,,,0,0.891000,0.369000,-0.071000,0,5897.00,163.00,-175.00,0
Kepler-728 b,0.0630000000,,,0,0.900000,0.350000,-0.350000,0,5894.00,104.00,-104.00,0
Kepler-728 b,,,,0,1.396500,,,0,5567.00,122.00,-122.00,0
Kepler-728 b,0.0625000000,,,0,0.891000,0.369000,-0.071000,0,5897.00,163.00,-175.00,0
Kepler-728 b,,,,,1.396500,,,0,5567.00,122.00,-122.00,0
Kepler-728 b,,,,,1.317000,0.123000,-0.110000,0,5905.00,207.00,-207.00,0
Kepler-728 b,0.0625000000,,,0,0.891000,0.277000,-0.087000,0,5897.00,159.00,-177.00,0
Kepler-728 b,,,,,1.396500,,,0,5567.00,122.00,-122.00,0
Kepler-728 b,0.0625000000,,,0,0.891000,0.369000,-0.071000,0,5897.00,163.00,-175.00,0
Kepler-728 b,,,,,0.930000,0.124000,-0.071000,0,5660.00,133.10,-108.40,0
Kepler-729 b,0.0432000000,,,0,0.998000,0.318000,-0.106000,0,6007.00,169.00,-211.00,0
Kepler-729 b,,,,,1.415550,,,0,5639.00,122.00,-122.00,0
Kepler-729 b,,,,0,1.415550,,,0,5639.00,122.00,-122.00,0
Kepler-729 b,0.0430000000,,,0,0.920000,0.440000,-0.440000,0,5956.00,126.00,-126.00,0
Kepler-729 b,,,,,1.318000,0.129000,-0.115000,0,6010.00,210.00,-210.00,0
Kepler-729 b,0.0432000000,,,0,0.998000,0.413000,-0.093000,0,6007.00,158.00,-207.00,0
Kepler-729 b,0.0432000000,,,0,0.998000,0.413000,-0.093000,0,6007.00,158.00,-207.00,0
Kepler-729 b,,,,,0.910000,0.107000,-0.063000,0,5633.00,71.02,-56.34,0
Kepler-729 b,,,,,1.415550,,,0,5639.00,122.00,-122.00,0
Kepler-729 b,0.0432000000,,,0,0.998000,0.413000,-0.093000,0,6007.00,158.00,-207.00,0
Kepler-730 b,,,,,1.302000,0.131000,-0.115000,0,6126.00,214.00,-214.00,0
Kepler-730 b,,,,0,1.375250,,,0,5638.00,123.00,-123.00,0
Kepler-730 b,0.0694000000,0.0016000000,-0.0012000000,0,1.411000,0.049000,-0.051000,0,5620.00,55.00,-59.00,0
Kepler-730 b,,,,,1.010000,0.280000,-0.088000,0,5726.00,64.76,-67.38,0
Kepler-730 b,0.0690000000,,,0,1.020000,0.520000,-0.520000,0,6032.00,177.00,-177.00,0
Kepler-730 b,0.0714000000,,,0,1.130000,0.671000,-0.136000,0,6116.00,174.00,-253.00,0
Kepler-730 b,,,,,1.375250,,,0,5638.00,123.00,-123.00,0
Kepler-730 b,,,,,1.375250,,,0,5638.00,123.00,-123.00,0
Kepler-730 b,0.0714000000,,,0,1.130000,0.671000,-0.136000,0,6116.00,174.00,-253.00,0
Kepler-730 b,0.0714000000,,,0,1.130000,0.671000,-0.136000,0,6116.00,174.00,-253.00,0
Kepler-730 b,0.0715000000,,,0,1.107000,0.375000,-0.150000,0,6123.00,193.00,-265.00,0
Kepler-730 c,0.0399700000,0.0008900000,-0.0006900000,0,1.411000,0.049000,-0.051000,0,5620.00,55.00,-59.00,0
Kepler-730 c,0.0413000000,,,0,1.107000,0.375000,-0.150000,0,6123.00,193.00,-265.00,0
Kepler-730 c,,,,0,1.375250,,,0,5638.00,123.00,-123.00,0
Kepler-731 b,0.0505000000,,,0,1.046000,0.292000,-0.104000,0,6033.00,193.00,-265.00,0
Kepler-731 b,0.0505000000,,,0,1.047000,0.439000,-0.096000,0,6028.00,156.00,-266.00,0
Kepler-731 b,0.0505000000,,,0,1.047000,0.439000,-0.096000,0,6028.00,156.00,-266.00,0
Kepler-731 b,,,,,1.052680,,,0,5741.00,124.00,-124.00,0
Kepler-731 b,,,,,0.991000,0.087000,-0.078000,0,6031.00,211.00,-211.00,0
Kepler-731 b,0.0480000000,,,0,0.890000,0.310000,-0.310000,0,5870.00,169.00,-169.00,0
Kepler-731 b,,,,,1.052680,,,0,5741.00,124.00,-124.00,0
Kepler-731 b,,,,,1.060000,0.243000,-0.116000,0,5849.00,200.38,-139.51,0
Kepler-731 b,0.0505000000,,,0,1.047000,0.439000,-0.096000,0,6028.00,156.00,-266.00,0
Kepler-731 b,,,,,1.052680,,,0,5741.00,124.00,-124.00,0
Kepler-731 b,,,,0,1.052680,,,0,5741.00,124.00,-124.00,0
Kepler-732 b,0.0677000000,,,0,0.440000,0.060000,-0.060000,0,3581.00,65.00,-50.00,0
Kepler-732 b,0.0691000000,,,0,0.458000,0.040000,-0.055000,0,3582.00,71.00,-89.00,0
Kepler-732 b,0.0677000000,,,0,0.440000,0.060000,-0.060000,0,3581.00,65.00,-50.00,0
Kepler-732 b,0.0677000000,,,0,0.440000,0.060000,-0.060000,0,3581.00,65.00,-50.00,0
Kepler-732 b,,,,,0.526000,0.015000,-0.015000,0,3582.00,72.00,-72.00,0
Kepler-732 b,,,,,0.460000,0.025000,-0.034000,0,3631.00,35.05,-37.03,0
Kepler-732 b,,,,,0.522369,0.015494,-0.015494,0,3619.00,157.00,-157.00,0
Kepler-732 b,0.0700000000,,,0,0.496000,0.023000,-0.023000,0,3834.00,200.00,-200.00,0
Kepler-732 b,,,,0,0.522369,0.015494,-0.015494,0,3619.00,157.00,-157.00,0
Kepler-732 b,,,,,0.522369,0.015494,-0.015494,0,3619.00,157.00,-157.00,0
Kepler-732 c,0.0140000000,,,0,0.440000,0.060000,-0.060000,0,3581.00,65.00,-50.00,0
Kepler-732 c,0.0143000000,,,0,0.458000,0.040000,-0.055000,0,3582.00,71.00,-89.00,0
Kepler-732 c,,,,,0.526000,0.015000,-0.015000,0,3582.00,72.00,-72.00,0
Kepler-732 c,0.0150000000,,,0,0.496000,0.023000,-0.023000,0,3834.00,200.00,-200.00,0
Kepler-732 c,0.0140000000,,,0,0.440000,0.060000,-0.060000,0,3581.00,65.00,-50.00,0
Kepler-732 c,,,,,0.522369,0.015494,-0.015494,0,3619.00,157.00,-157.00,0
Kepler-732 c,,,,0,0.522369,0.015494,-0.015494,0,3619.00,157.00,-157.00,0
Kepler-732 c,,,,,0.522369,0.015494,-0.015494,0,3619.00,157.00,-157.00,0
Kepler-732 c,,,,,0.460000,0.025000,-0.034000,0,3631.00,35.05,-37.03,0
Kepler-732 c,0.0140000000,,,0,0.440000,0.060000,-0.060000,0,3581.00,65.00,-50.00,0
Kepler-733 b,0.1483000000,,,0,0.880000,0.307000,-0.059000,0,5537.00,152.00,-149.00,0
Kepler-733 b,,,,0,0.856615,,,0,5253.77,124.26,-124.26,0
Kepler-733 b,,,,,0.798000,0.064000,-0.058000,0,5540.00,194.00,-194.00,0
Kepler-733 b,0.1483000000,,,0,0.880000,0.307000,-0.059000,0,5537.00,152.00,-149.00,0
Kepler-733 b,,,,,0.860000,0.076000,-0.051000,0,5418.00,89.83,-94.34,0
Kepler-733 b,0.1420000000,,,0,0.780000,0.240000,-0.240000,0,5429.00,102.00,-102.00,0
Kepler-733 b,,,,,0.856615,,,0,5253.77,124.26,-124.26,0
Kepler-733 b,0.1483000000,,,0,0.880000,0.307000,-0.059000,0,5537.00,152.00,-149.00,0
Kepler-733 b,0.1483000000,,,0,0.880000,0.221000,-0.069000,0,5537.00,166.00,-166.00,0
Kepler-734 b,0.0617000000,,,0,0.874000,1.642000,-0.228000,0,5112.00,91.00,-102.00,0
Kepler-734 b,0.0583000000,,,0,0.712000,0.038000,-0.042000,0,5085.00,102.00,-102.00,0
Kepler-734 b,0.0617000000,,,0,0.874000,1.642000,-0.228000,0,5112.00,91.00,-102.00,0
Kepler-734 b,,,,,1.628170,,,0,5610.00,122.00,-122.00,0
Kepler-734 b,,,,,0.780000,0.030000,-0.028000,0,5326.00,51.69,-44.60,0
